Longitude,Latitude,CNTY_NM,
-96.0276,31.88054,Anderson,"(-96.0276000009999, 31.880539998)"
-96.0275,31.88091,Anderson,"(-96.0275000019999, 31.880910002)"
-96.0274,31.88118,Anderson,"(-96.0274000029999, 31.881180003)"
-96.02729,31.8815,Anderson,"(-96.0272899959999, 31.881499997)"
-96.02721,31.88166,Anderson,"(-96.0272100019999, 31.881659999)"
-96.02708,31.88187,Anderson,"(-96.0270800009999, 31.881870001)"
-96.02682,31.88228,Anderson,"(-96.0268199999999, 31.882280001)"
-96.0267,31.88251,Anderson,"(-96.0267000009999, 31.882510004)"
-96.02654,31.88296,Anderson,"(-96.0265399989999, 31.882960003)"
-96.0265,31.88322,Anderson,"(-96.0265000009999, 31.883219997)"
-96.0265,31.88342,Anderson,"(-96.0264999979999, 31.88342)"
-96.02658,31.88375,Anderson,"(-96.0265800009999, 31.883749999)"
-96.02664,31.88429,Anderson,"(-96.0266400019999, 31.884289999)"
-96.02664,31.88466,Anderson,"(-96.0266399989999, 31.884660001)"
-96.02662,31.88509,Anderson,"(-96.0266199979999, 31.88509)"
-96.02656,31.8858,Anderson,"(-96.0265599979999, 31.885799996)"
-96.02647,31.88639,Anderson,"(-96.0264699969999, 31.886389998)"
-96.02638,31.88671,Anderson,"(-96.0263800019999, 31.886709997)"
-96.0262,31.88728,Anderson,"(-96.0262000029999, 31.887279998)"
-96.02607,31.88772,Anderson,"(-96.0260699959999, 31.88772)"
-96.02599,31.88801,Anderson,"(-96.0259900009999, 31.888010003)"
-96.02586,31.88838,Anderson,"(-96.0258600029999, 31.888379998)"
-96.02571,31.88869,Anderson,"(-96.0257100019999, 31.888689997)"
-96.0255,31.88906,Anderson,"(-96.0254999969999, 31.889059998)"
-96.02535,31.88944,Anderson,"(-96.0253499999999, 31.889440003)"
-96.02526,31.88969,Anderson,"(-96.0252599979999, 31.88969)"
-96.02523,31.88995,Anderson,"(-96.0252299989999, 31.889950001)"
-96.02521,31.89028,Anderson,"(-96.0252099989999, 31.89028)"
-96.02505001,31.89088,Anderson,"(-96.0250500059999, 31.890879998)"
-96.02497,31.89135,Anderson,"(-96.0249699989999, 31.891349998)"
-96.02493,31.89174,Anderson,"(-96.0249300039999, 31.891739999)"
-96.02489,31.89209,Anderson,"(-96.0248899979999, 31.892090001)"
-96.02483,31.8925,Anderson,"(-96.0248300029999, 31.8925)"
-96.0247,31.8928,Anderson,"(-96.0246999989999, 31.892799999)"
-96.02448,31.89326,Anderson,"(-96.0244799999999, 31.89326)"
-96.02428,31.89362,Anderson,"(-96.0242800019999, 31.893619997)"
-96.0241,31.89392,Anderson,"(-96.0240999979999, 31.893919998)"
-96.02402,31.8941,Anderson,"(-96.0240199989999, 31.894100001)"
-96.02389,31.89436,Anderson,"(-96.0238899999999, 31.894359996)"
-96.0238,31.89456,Anderson,"(-96.0237999999999, 31.894559996)"
-96.02373,31.89481,Anderson,"(-96.0237299999999, 31.894809996)"
-96.02364,31.895,Anderson,"(-96.0236399969999, 31.894999997)"
-96.02345,31.89545,Anderson,"(-96.0234499969999, 31.895449999)"
-96.02329,31.89582,Anderson,"(-96.0232899969999, 31.895819999)"
-96.02316,31.89606,Anderson,"(-96.0231599999999, 31.896060001)"
-96.02306,31.89633,Anderson,"(-96.0230599969999, 31.896330002)"
-96.02297,31.89647,Anderson,"(-96.0229699969999, 31.89647)"
-96.02283,31.89668,Anderson,"(-96.0228300029999, 31.89668)"
-96.02256,31.89708,Anderson,"(-96.0225600019999, 31.897079998)"
-96.02238,31.89731,Anderson,"(-96.0223799989999, 31.897309997)"
-96.02209,31.89765,Anderson,"(-96.0220899979999, 31.897649998)"
-96.02196,31.89774,Anderson,"(-96.0219600009999, 31.897740003)"
-96.02176,31.89798,Anderson,"(-96.0217599979999, 31.897979999)"
-96.02161,31.8982,Anderson,"(-96.0216100019999, 31.8982)"
-96.02144,31.89847,Anderson,"(-96.0214399969999, 31.898470002)"
-96.02127,31.89878,Anderson,"(-96.0212700019999, 31.898779999)"
-96.02109,31.89914,Anderson,"(-96.0210900039999, 31.899140004)"
-96.02089,31.89964,Anderson,"(-96.0208899999999, 31.899640001)"
-96.02073,31.90015,Anderson,"(-96.0207299969999, 31.900149999)"
-96.02061,31.90051,Anderson,"(-96.0206100029999, 31.900509997)"
-96.02048,31.90095,Anderson,"(-96.0204799999999, 31.900949998)"
-96.02028,31.9017,Anderson,"(-96.0202800019999, 31.901700003)"
-96.02016,31.90208,Anderson,"(-96.0201600019999, 31.90208)"
-96.0201,31.9024,Anderson,"(-96.0201000029999, 31.902400002)"
-96.01994,31.9029,Anderson,"(-96.0199400009999, 31.902900003)"
-96.01981,31.90331,Anderson,"(-96.0198099979999, 31.903310001)"
-96.01965,31.90355,Anderson,"(-96.0196499979999, 31.90355)"
-96.01942,31.90378,Anderson,"(-96.0194200029999, 31.90378)"
-96.0193,31.90384,Anderson,"(-96.0193000029999, 31.903839997)"
-96.01918,31.9039,Anderson,"(-96.0191800019999, 31.903900004)"
-96.01904,31.90392,Anderson,"(-96.0190400029999, 31.903919998)"
-96.01885,31.90395,Anderson,"(-96.0188500039999, 31.903949997)"
-96.01855,31.90396,Anderson,"(-96.0185500049999, 31.90396)"
-96.01829,31.9039,Anderson,"(-96.0182900009999, 31.903899999)"
-96.01786,31.90367,Anderson,"(-96.0178600019999, 31.903669999)"
-96.01759,31.90349,Anderson,"(-96.0175899999999, 31.903489996)"
-96.0173,31.90323,Anderson,"(-96.0172999999999, 31.903230002)"
-96.0171,31.90315,Anderson,"(-96.0170999979999, 31.903149998)"
-96.01685,31.90292,Anderson,"(-96.0168500019999, 31.902920004)"
-96.01649,31.90275,Anderson,"(-96.0164900009999, 31.902750001)"
-96.01636,31.90273,Anderson,"(-96.0163599969999, 31.902730003)"
-96.01627,31.90272,Anderson,"(-96.0162700029999, 31.902720001)"
-96.01618,31.90274,Anderson,"(-96.0161799959999, 31.902739997)"
-96.01607001,31.90276,Anderson,"(-96.0160700059999, 31.902760003)"
-96.01595,31.90281,Anderson,"(-96.0159500019999, 31.902810003)"
-96.01588,31.90285,Anderson,"(-96.0158799999999, 31.902849998)"
-96.01572,31.90299,Anderson,"(-96.0157199969999, 31.90299)"
-96.01562,31.90308,Anderson,"(-96.0156200009999, 31.903079997)"
-96.01559,31.90323,Anderson,"(-96.0155900009999, 31.903229999)"
-96.01565,31.90338,Anderson,"(-96.0156499999999, 31.903379997)"
-96.01572,31.90362,Anderson,"(-96.0157199969999, 31.903619998)"
-96.01582,31.90384,Anderson,"(-96.0158200049999, 31.90384)"
-96.01594,31.904,Anderson,"(-96.0159399979999, 31.904000001)"
-96.01607,31.90433,Anderson,"(-96.0160699979999, 31.904329999)"
-96.0161,31.90466,Anderson,"(-96.0160999979999, 31.904659997)"
-96.01611,31.90492,Anderson,"(-96.0161099959999, 31.904920003)"
-96.01601,31.90513,Anderson,"(-96.0160100019999, 31.905129998)"
-96.0159,31.90525,Anderson,"(-96.0159000029999, 31.905249996)"
-96.01581,31.90543,Anderson,"(-96.0158100019999, 31.905430002)"
-96.01554999,31.90579,Anderson,"(-96.0155499949999, 31.905789998)"
-96.0152,31.90624,Anderson,"(-96.0151999989999, 31.906239999)"
-96.01505,31.90646,Anderson,"(-96.0150499979999, 31.906459998)"
-96.01495,31.90659,Anderson,"(-96.0149499979999, 31.906590003)"
-96.01481,31.90677,Anderson,"(-96.0148100029999, 31.906769997)"
-96.0146,31.90698,Anderson,"(-96.0145999989999, 31.906979997)"
-96.0145,31.90716,Anderson,"(-96.0144999999999, 31.907159997)"
-96.01439,31.90748,Anderson,"(-96.0143900039999, 31.907480002)"
-96.0143,31.90797,Anderson,"(-96.0142999999999, 31.907970001)"
-96.01414999,31.90862,Anderson,"(-96.0141499949999, 31.908619999)"
-96.01409,31.90906,Anderson,"(-96.0140899959999, 31.909060001)"
-96.01407,31.90933,Anderson,"(-96.0140699989999, 31.909330002)"
-96.01401,31.90987,Anderson,"(-96.0140100029999, 31.909870001)"
-96.01393,31.91025,Anderson,"(-96.0139300029999, 31.910249999)"
-96.01382,31.91058,Anderson,"(-96.0138200029999, 31.910579997)"
-96.01362,31.91089,Anderson,"(-96.0136199989999, 31.910889997)"
-96.01341,31.91105,Anderson,"(-96.0134099999999, 31.911050004)"
-96.01325,31.91117,Anderson,"(-96.0132499959999, 31.911169999)"
-96.01285,31.91132,Anderson,"(-96.0128500039999, 31.911319998)"
-96.01267999,31.91134,Anderson,"(-96.0126799939999, 31.91134)"
-96.01261,31.91135,Anderson,"(-96.0126099979999, 31.911349997)"
-96.01243,31.91137,Anderson,"(-96.0124299989999, 31.911370002)"
-96.01228999,31.91135,Anderson,"(-96.0122899949999, 31.911349996)"
-96.01206001,31.91131,Anderson,"(-96.0120600059999, 31.911309998)"
-96.01189001,31.91122,Anderson,"(-96.0118900059999, 31.911219997)"
-96.0116,31.91109,Anderson,"(-96.0116000029999, 31.911089998)"
-96.01113,31.91075,Anderson,"(-96.0111300039999, 31.910749997)"
-96.01095,31.91031,Anderson,"(-96.0109499969999, 31.91031)"
-96.01073,31.90985,Anderson,"(-96.0107300039999, 31.90985)"
-96.01042,31.90929999,Anderson,"(-96.0104199969999, 31.909299994)"
-96.01007,31.90866,Anderson,"(-96.0100699959999, 31.90866)"
-96.00994,31.90829,Anderson,"(-96.0099399999999, 31.908289999)"
-96.00982999,31.90792,Anderson,"(-96.0098299949999, 31.90792)"
-96.00974,31.90766,Anderson,"(-96.0097399989999, 31.90766)"
-96.0097,31.90746,Anderson,"(-96.0097000029999, 31.907459999)"
-96.00961,31.9073,Anderson,"(-96.0096100009999, 31.907299998)"
-96.00953,31.90695,Anderson,"(-96.0095299969999, 31.906949997)"
-96.00952,31.90682,Anderson,"(-96.0095200009999, 31.906819997)"
-96.00940001,31.90641,Anderson,"(-96.0094000059999, 31.906410002)"
-96.00935,31.90616,Anderson,"(-96.0093499989999, 31.90616)"
-96.00925,31.90604,Anderson,"(-96.0092500009999, 31.906040002)"
-96.00899,31.9057,Anderson,"(-96.0089900049999, 31.905699995)"
-96.00873,31.90556,Anderson,"(-96.0087299989999, 31.905559997)"
-96.00856,31.90542001,Anderson,"(-96.0085600009999, 31.905420005)"
-96.00836,31.9053,Anderson,"(-96.0083599979999, 31.9053)"
-96.00813,31.90523,Anderson,"(-96.0081300029999, 31.905230001)"
-96.00796,31.90527,Anderson,"(-96.0079599989999, 31.90527)"
-96.00783,31.90535,Anderson,"(-96.0078300019999, 31.905350004)"
-96.0076,31.90544,Anderson,"(-96.0075999969999, 31.905439998)"
-96.00745,31.90559,Anderson,"(-96.0074499979999, 31.905589999)"
-96.00735,31.90578,Anderson,"(-96.0073499999999, 31.90578)"
-96.00731,31.9059,Anderson,"(-96.0073100009999, 31.905899997)"
-96.00727,31.90606,Anderson,"(-96.0072699989999, 31.906060002)"
-96.00722999,31.9062,Anderson,"(-96.0072299949999, 31.906200003)"
-96.00722,31.90661,Anderson,"(-96.0072199979999, 31.906610004)"
-96.00729,31.90721,Anderson,"(-96.0072900019999, 31.907209996)"
-96.00737,31.90753,Anderson,"(-96.0073700009999, 31.90753)"
-96.00738,31.90784,Anderson,"(-96.0073800039999, 31.907840004)"
-96.0073,31.90802,Anderson,"(-96.0073000049999, 31.908019997)"
-96.00712,31.9083,Anderson,"(-96.0071199959999, 31.908300001)"
-96.00699,31.9084,Anderson,"(-96.0069900019999, 31.908400003)"
-96.00691,31.90847,Anderson,"(-96.0069099979999, 31.908470004)"
-96.00683,31.9085,Anderson,"(-96.0068299979999, 31.908500002)"
-96.00661,31.90858,Anderson,"(-96.0066100029999, 31.90858)"
-96.00626,31.90854,Anderson,"(-96.0062600019999, 31.908540001)"
-96.00604,31.90844,Anderson,"(-96.0060399999999, 31.908439999)"
-96.00593,31.90843,Anderson,"(-96.0059299989999, 31.908429998)"
-96.0056,31.9083,Anderson,"(-96.0056000009999, 31.908300001)"
-96.00526,31.90812,Anderson,"(-96.0052599999999, 31.908119997)"
-96.00516,31.90808,Anderson,"(-96.0051599989999, 31.908080001)"
-96.0049,31.90792,Anderson,"(-96.0048999969999, 31.907920001)"
-96.00455,31.9077,Anderson,"(-96.0045500009999, 31.907699999)"
-96.00424,31.90744,Anderson,"(-96.0042400029999, 31.90744)"
-96.00381,31.90706001,Anderson,"(-96.0038099999999, 31.907060005)"
-96.00355,31.90677,Anderson,"(-96.0035499969999, 31.90677)"
-96.00334,31.9066,Anderson,"(-96.0033399999999, 31.906599997)"
-96.00307,31.90648,Anderson,"(-96.0030699989999, 31.90648)"
-96.00281999,31.90636,Anderson,"(-96.0028199949999, 31.906359998)"
-96.00257,31.90628,Anderson,"(-96.0025699999999, 31.906279997)"
-96.00237,31.90625,Anderson,"(-96.0023699979999, 31.906249997)"
-96.00221,31.90634,Anderson,"(-96.0022099989999, 31.906339997)"
-96.00205,31.90642,Anderson,"(-96.0020499979999, 31.906420002)"
-96.00198,31.90648,Anderson,"(-96.0019799989999, 31.90648)"
-96.00187,31.90655,Anderson,"(-96.0018699969999, 31.906550001)"
-96.00166,31.90687,Anderson,"(-96.0016599969999, 31.906869999)"
-96.00159,31.90715,Anderson,"(-96.0015899979999, 31.907149998)"
-96.00154,31.90752,Anderson,"(-96.0015400019999, 31.90752)"
-96.00153,31.90795,Anderson,"(-96.0015299989999, 31.907950004)"
-96.00162,31.90838,Anderson,"(-96.0016199959999, 31.908379998)"
-96.00176,31.90894,Anderson,"(-96.0017599969999, 31.908939995)"
-96.00195,31.90943,Anderson,"(-96.0019500039999, 31.909430001)"
-96.00202999,31.90962,Anderson,"(-96.0020299949999, 31.909620003)"
-96.00213,31.90985,Anderson,"(-96.0021300029999, 31.909849999)"
-96.00233,31.91028,Anderson,"(-96.0023300009999, 31.910280003)"
-96.00253,31.91066,Anderson,"(-96.0025299989999, 31.910659999)"
-96.00262,31.91085,Anderson,"(-96.0026199999999, 31.910850004)"
-96.00269,31.91107,Anderson,"(-96.0026899989999, 31.911070003)"
-96.00275,31.91147,Anderson,"(-96.0027499989999, 31.911470001)"
-96.00278,31.91189,Anderson,"(-96.0027800009999, 31.911889996)"
-96.00282,31.91249,Anderson,"(-96.0028199999999, 31.912489998)"
-96.00284,31.9128,Anderson,"(-96.0028399959999, 31.912800001)"
-96.00288,31.91298,Anderson,"(-96.0028800039999, 31.912979995)"
-96.00297,31.9132,Anderson,"(-96.0029699969999, 31.913199997)"
-96.003,31.91326,Anderson,"(-96.0029999979999, 31.913259999)"
-96.0032,31.91355,Anderson,"(-96.0032000009999, 31.913550001)"
-96.00347,31.91391,Anderson,"(-96.0034700019999, 31.91391)"
-96.00373,31.91425,Anderson,"(-96.0037300019999, 31.91425)"
-96.00413,31.91488,Anderson,"(-96.0041299959999, 31.91488)"
-96.0044,31.91533,Anderson,"(-96.0043999969999, 31.91533)"
-96.00463,31.91578,Anderson,"(-96.0046299989999, 31.915779998)"
-96.00472,31.91611,Anderson,"(-96.0047199989999, 31.916109997)"
-96.00477,31.91643,Anderson,"(-96.0047699969999, 31.91643)"
-96.00469,31.91717001,Anderson,"(-96.0046899989999, 31.917170005)"
-96.00458,31.91785,Anderson,"(-96.0045800029999, 31.917849997)"
-96.00448,31.91855,Anderson,"(-96.0044799959999, 31.91855)"
-96.0045,31.91878,Anderson,"(-96.0045000009999, 31.918780004)"
-96.00451,31.91898,Anderson,"(-96.0045099969999, 31.918979999)"
-96.00455,31.91912,Anderson,"(-96.0045500009999, 31.91912)"
-96.00471,31.91923,Anderson,"(-96.0047100009999, 31.919230004)"
-96.00483,31.91922,Anderson,"(-96.0048300039999, 31.919220001)"
-96.00503,31.9192,Anderson,"(-96.0050299989999, 31.919199999)"
-96.00528,31.91906,Anderson,"(-96.0052799989999, 31.919059999)"
-96.00556,31.91875,Anderson,"(-96.0055599979999, 31.918750001)"
-96.00566,31.91864,Anderson,"(-96.0056600009999, 31.918639996)"
-96.00589,31.91838,Anderson,"(-96.0058900029999, 31.918380001)"
-96.00605,31.91817,Anderson,"(-96.0060499989999, 31.91817)"
-96.0061,31.9181,Anderson,"(-96.0061000039999, 31.918099999)"
-96.00618,31.91805,Anderson,"(-96.0061799999999, 31.918049997)"
-96.00629001,31.91798,Anderson,"(-96.0062900059999, 31.917980003)"
-96.0067,31.91785,Anderson,"(-96.0067000039999, 31.917849999)"
-96.00682,31.91784,Anderson,"(-96.0068200049999, 31.91784)"
-96.00702,31.91782,Anderson,"(-96.0070200029999, 31.91782)"
-96.00745,31.91792,Anderson,"(-96.0074499999999, 31.917919995)"
-96.00777,31.91803,Anderson,"(-96.0077699979999, 31.918029999)"
-96.00809,31.91827,Anderson,"(-96.0080899979999, 31.918269999)"
-96.00827999,31.91851,Anderson,"(-96.0082799949999, 31.91851)"
-96.00834,31.91895,Anderson,"(-96.0083400019999, 31.918950002)"
-96.00833999,31.91931,Anderson,"(-96.0083399939999, 31.919310001)"
-96.00829,31.91962,Anderson,"(-96.0082899999999, 31.919620003)"
-96.00818,31.91988,Anderson,"(-96.0081799999999, 31.919879995)"
-96.00797,31.92031,Anderson,"(-96.0079699959999, 31.92031)"
-96.00751,31.92122,Anderson,"(-96.0075099969999, 31.92122)"
-96.00729,31.92168,Anderson,"(-96.0072899989999, 31.921680003)"
-96.00724,31.9218,Anderson,"(-96.0072400029999, 31.921799997)"
-96.00708,31.92220999,Anderson,"(-96.0070799969999, 31.922209993)"
-96.00685,31.9228,Anderson,"(-96.0068500029999, 31.922799999)"
-96.00665,31.92337,Anderson,"(-96.0066500009999, 31.923370001)"
-96.00651,31.92386001,Anderson,"(-96.0065099999999, 31.923860005)"
-96.00646,31.92432,Anderson,"(-96.0064599979999, 31.924319999)"
-96.00647,31.92463,Anderson,"(-96.0064699999999, 31.924629995)"
-96.00651,31.92492,Anderson,"(-96.0065100029999, 31.924919999)"
-96.00675,31.92524,Anderson,"(-96.0067499999999, 31.925240001)"
-96.00682,31.92532,Anderson,"(-96.0068199959999, 31.925320001)"
-96.00714,31.92562,Anderson,"(-96.0071399979999, 31.925620002)"
-96.00753,31.92588,Anderson,"(-96.0075300019999, 31.925880001)"
-96.00785,31.92615,Anderson,"(-96.0078499999999, 31.926150002)"
-96.00796,31.92624001,Anderson,"(-96.0079599979999, 31.926240005)"
-96.00806,31.92632,Anderson,"(-96.0080599989999, 31.92632)"
-96.00834,31.92659,Anderson,"(-96.0083399999999, 31.926590001)"
-96.00872,31.92699,Anderson,"(-96.0087200039999, 31.926989997)"
-96.00881,31.92708,Anderson,"(-96.0088100039999, 31.927080002)"
-96.00923,31.92764,Anderson,"(-96.0092299979999, 31.927639999)"
-96.00964,31.9281,Anderson,"(-96.0096400009999, 31.928099998)"
-96.00996,31.92842,Anderson,"(-96.0099599989999, 31.92842)"
-96.01036,31.92873,Anderson,"(-96.0103599999999, 31.928729999)"
-96.01078,31.92894,Anderson,"(-96.0107800039999, 31.928939996)"
-96.01105,31.92903,Anderson,"(-96.0110499999999, 31.92903)"
-96.01139,31.92909,Anderson,"(-96.0113900039999, 31.92909)"
-96.01153999,31.92915,Anderson,"(-96.0115399939999, 31.92915)"
-96.01195,31.9293,Anderson,"(-96.0119500039999, 31.929299999)"
-96.01258,31.92952,Anderson,"(-96.0125799989999, 31.929520003)"
-96.01292,31.92963,Anderson,"(-96.0129200009999, 31.92963)"
-96.01314,31.92979,Anderson,"(-96.0131399999999, 31.929789998)"
-96.01327,31.92997,Anderson,"(-96.0132699979999, 31.929969996)"
-96.0134,31.93031,Anderson,"(-96.0134000009999, 31.930310003)"
-96.01339,31.93059,Anderson,"(-96.0133899959999, 31.930590004)"
-96.0132,31.93088,Anderson,"(-96.0131999979999, 31.930880002)"
-96.01299,31.93123,Anderson,"(-96.0129899999999, 31.931229998)"
-96.01288,31.93132,Anderson,"(-96.0128799989999, 31.931319996)"
-96.01244,31.93164,Anderson,"(-96.0124399979999, 31.93164)"
-96.01195,31.932,Anderson,"(-96.0119499999999, 31.932000004)"
-96.01141,31.9324,Anderson,"(-96.0114100029999, 31.932399996)"
-96.01095,31.93289,Anderson,"(-96.0109499989999, 31.932890001)"
-96.01071,31.93317,Anderson,"(-96.0107099999999, 31.93317)"
-96.01052,31.93351,Anderson,"(-96.0105199999999, 31.93351)"
-96.01047,31.93372,Anderson,"(-96.0104699999999, 31.933719997)"
-96.01051,31.93388,Anderson,"(-96.0105099969999, 31.933880004)"
-96.01068,31.93404,Anderson,"(-96.0106800019999, 31.934039999)"
-96.01095,31.93426,Anderson,"(-96.0109499979999, 31.934259998)"
-96.01117,31.93436,Anderson,"(-96.0111700039999, 31.934359999)"
-96.0113,31.93442,Anderson,"(-96.0113000009999, 31.934419998)"
-96.01144,31.93446,Anderson,"(-96.0114399989999, 31.93446)"
-96.01173,31.93454,Anderson,"(-96.0117300049999, 31.934540001)"
-96.01221,31.93463,Anderson,"(-96.0122100019999, 31.934629996)"
-96.01243,31.93466,Anderson,"(-96.0124299999999, 31.93466)"
-96.01269,31.93468,Anderson,"(-96.0126899999999, 31.934680001)"
-96.01321,31.93471,Anderson,"(-96.0132100049999, 31.934710001)"
-96.01361,31.93471,Anderson,"(-96.0136100019999, 31.934710003)"
-96.01384,31.93469,Anderson,"(-96.0138399959999, 31.934690001)"
-96.01393001,31.93468,Anderson,"(-96.0139300059999, 31.93468)"
-96.01446999,31.93464,Anderson,"(-96.0144699949999, 31.934639995)"
-96.01517,31.93458,Anderson,"(-96.0151699999999, 31.934579999)"
-96.01558,31.93456,Anderson,"(-96.0155800019999, 31.93456)"
-96.01612,31.93467,Anderson,"(-96.0161199979999, 31.934670002)"
-96.01699,31.93509,Anderson,"(-96.0169899989999, 31.93509)"
-96.01825999,31.93579,Anderson,"(-96.0182599949999, 31.935789997)"
-96.01913,31.93643,Anderson,"(-96.0191299999999, 31.936429998)"
-96.02046,31.93739,Anderson,"(-96.0204600019999, 31.937389999)"
-96.02075,31.93776,Anderson,"(-96.0207499979999, 31.937760001)"
-96.02089,31.93798,Anderson,"(-96.0208900029999, 31.93798)"
-96.0209,31.93858001,Anderson,"(-96.0209000039999, 31.938580005)"
-96.0207,31.93924,Anderson,"(-96.0207000009999, 31.93924)"
-96.02048,31.93966,Anderson,"(-96.0204799999999, 31.939659998)"
-96.02027,31.94007,Anderson,"(-96.0202700049999, 31.940069995)"
-96.01979,31.94044,Anderson,"(-96.0197899999999, 31.940440003)"
-96.01936,31.9407,Anderson,"(-96.0193600029999, 31.940700002)"
-96.01918999,31.94079,Anderson,"(-96.0191899949999, 31.940790003)"
-96.01892,31.94093,Anderson,"(-96.0189199999999, 31.940930004)"
-96.01822,31.94121,Anderson,"(-96.0182200019999, 31.941210003)"
-96.01806,31.94129,Anderson,"(-96.0180599999999, 31.94129)"
-96.01788,31.94138,Anderson,"(-96.0178799959999, 31.941380004)"
-96.01747999,31.94175,Anderson,"(-96.0174799939999, 31.941750001)"
-96.01721,31.94201,Anderson,"(-96.0172099979999, 31.942009998)"
-96.01681,31.94254,Anderson,"(-96.0168099959999, 31.942540001)"
-96.01582,31.94376,Anderson,"(-96.0158200009999, 31.943759999)"
-96.01568,31.94396,Anderson,"(-96.0156800039999, 31.943960002)"
-96.0154,31.94434,Anderson,"(-96.0153999999999, 31.944339998)"
-96.0151,31.9448,Anderson,"(-96.0151000039999, 31.944800001)"
-96.01485,31.94521,Anderson,"(-96.0148500019999, 31.945210003)"
-96.01476,31.9454,Anderson,"(-96.0147600009999, 31.945399995)"
-96.01459,31.94607,Anderson,"(-96.0145899999999, 31.94607)"
-96.01456999,31.94652,Anderson,"(-96.0145699949999, 31.946520002)"
-96.01463,31.94685,Anderson,"(-96.0146299999999, 31.946849999)"
-96.01476,31.94717,Anderson,"(-96.0147600039999, 31.947169997)"
-96.01495,31.9475,Anderson,"(-96.0149499979999, 31.947499998)"
-96.01521,31.94785,Anderson,"(-96.0152099979999, 31.947850002)"
-96.01546,31.94814,Anderson,"(-96.0154600019999, 31.948140003)"
-96.01553,31.94821,Anderson,"(-96.0155300019999, 31.948209998)"
-96.01601,31.94856,Anderson,"(-96.0160100009999, 31.948560001)"
-96.01636,31.94866001,Anderson,"(-96.0163600039999, 31.948660005)"
-96.01668999,31.94875,Anderson,"(-96.0166899949999, 31.948750002)"
-96.01683,31.94878,Anderson,"(-96.0168299969999, 31.94878)"
-96.01712,31.94886,Anderson,"(-96.0171200019999, 31.948860002)"
-96.01768,31.94893,Anderson,"(-96.0176799989999, 31.948929999)"
-96.01799,31.94894,Anderson,"(-96.0179900019999, 31.94894)"
-96.01817,31.94895,Anderson,"(-96.0181699969999, 31.948949998)"
-96.01844999,31.94898,Anderson,"(-96.0184499949999, 31.948980003)"
-96.01858,31.94902,Anderson,"(-96.0185799989999, 31.949020001)"
-96.01884,31.9491,Anderson,"(-96.0188399969999, 31.9491)"
-96.01908,31.94914,Anderson,"(-96.0190799999999, 31.949139996)"
-96.01919,31.94917,Anderson,"(-96.0191900049999, 31.949169999)"
-96.01942,31.94927,Anderson,"(-96.0194199969999, 31.949270002)"
-96.01962,31.94943,Anderson,"(-96.0196199989999, 31.949430002)"
-96.01978,31.94954,Anderson,"(-96.0197799999999, 31.94954)"
-96.02018,31.95,Anderson,"(-96.0201800009999, 31.950000002)"
-96.02027,31.95009,Anderson,"(-96.0202699969999, 31.950090002)"
-96.02038,31.9502,Anderson,"(-96.0203800019999, 31.950200003)"
-96.0205,31.95042,Anderson,"(-96.0205000019999, 31.95042)"
-96.02066,31.95078,Anderson,"(-96.0206599999999, 31.950780001)"
-96.02079,31.95119,Anderson,"(-96.0207900009999, 31.95119)"
-96.0209,31.95166,Anderson,"(-96.0208999979999, 31.951659997)"
-96.02086,31.95203,Anderson,"(-96.0208599989999, 31.952030002)"
-96.02074999,31.95229,Anderson,"(-96.0207499949999, 31.952289996)"
-96.02053,31.95259,Anderson,"(-96.0205299979999, 31.952589999)"
-96.02032,31.95286,Anderson,"(-96.0203199979999, 31.952859997)"
-96.02011,31.95305,Anderson,"(-96.0201099979999, 31.953050001)"
-96.02004,31.95311,Anderson,"(-96.0200400009999, 31.953109998)"
-96.01968,31.9534,Anderson,"(-96.0196800009999, 31.953399999)"
-96.01963,31.95347,Anderson,"(-96.0196299989999, 31.953469999)"
-96.01952,31.95362,Anderson,"(-96.0195199979999, 31.953619997)"
-96.01939,31.95397,Anderson,"(-96.0193899959999, 31.953969998)"
-96.01928,31.95444,Anderson,"(-96.0192799999999, 31.954439999)"
-96.01931,31.95459,Anderson,"(-96.0193100009999, 31.954589999)"
-96.01939,31.95489001,Anderson,"(-96.0193899959999, 31.954890005)"
-96.01955,31.95519,Anderson,"(-96.0195499969999, 31.955189996)"
-96.0196,31.95524,Anderson,"(-96.0196000009999, 31.955240001)"
-96.01976,31.95541,Anderson,"(-96.0197599999999, 31.955409998)"
-96.02009,31.95572,Anderson,"(-96.0200899989999, 31.955719998)"
-96.02016,31.95578,Anderson,"(-96.0201599999999, 31.955780001)"
-96.02055,31.95608,Anderson,"(-96.0205499989999, 31.956080001)"
-96.02102,31.95626,Anderson,"(-96.0210199979999, 31.95626)"
-96.02121,31.95631,Anderson,"(-96.0212100039999, 31.956310004)"
-96.02155,31.95647,Anderson,"(-96.0215499999999, 31.956470001)"
-96.02179,31.95664,Anderson,"(-96.0217899989999, 31.956639995)"
-96.02192,31.95693,Anderson,"(-96.0219200009999, 31.956930002)"
-96.02199999,31.95708,Anderson,"(-96.0219999949999, 31.957079999)"
-96.02208,31.95721,Anderson,"(-96.0220799969999, 31.957209997)"
-96.02216,31.95726,Anderson,"(-96.0221600039999, 31.957260003)"
-96.0223,31.95734,Anderson,"(-96.0223000009999, 31.95734)"
-96.02258,31.95745,Anderson,"(-96.0225800009999, 31.957449998)"
