Longitude,Latitude,CNTY_NM,
-95.43787,31.87038,Anderson,"(-95.4378700009999, 31.870380001)"
-95.4375,31.87041999,Anderson,"(-95.4374999989999, 31.870419994)"
-95.43728,31.87046,Anderson,"(-95.4372800019999, 31.87046)"
-95.43717,31.87047,Anderson,"(-95.4371700009999, 31.870469998)"
-95.43704,31.87041,Anderson,"(-95.4370400009999, 31.870409995)"
-95.43672,31.87019,Anderson,"(-95.4367199999999, 31.87019)"
-95.43636,31.86974,Anderson,"(-95.4363599989999, 31.869739999)"
-95.43611,31.86945,Anderson,"(-95.4361100009999, 31.869449998)"
-95.43588,31.86906,Anderson,"(-95.4358799969999, 31.869059995)"
-95.43566,31.86882,Anderson,"(-95.4356600009999, 31.868820003)"
-95.4353,31.86834,Anderson,"(-95.4353000049999, 31.868339999)"
-95.43497,31.86781001,Anderson,"(-95.4349699999999, 31.867810005)"
-95.43486,31.8674,Anderson,"(-95.4348600049999, 31.867400003)"
-95.4349,31.86702,Anderson,"(-95.4348999979999, 31.867019997)"
-95.43495,31.86681,Anderson,"(-95.4349499989999, 31.866810003)"
-95.43506,31.86666,Anderson,"(-95.4350600029999, 31.866659995)"
-95.43518,31.86648,Anderson,"(-95.4351799989999, 31.866480002)"
-95.43537,31.86622,Anderson,"(-95.4353699969999, 31.866219997)"
-95.43579,31.86575,Anderson,"(-95.4357899989999, 31.865749998)"
-95.43591,31.86556,Anderson,"(-95.4359099969999, 31.865560001)"
-95.43595,31.86548,Anderson,"(-95.4359499969999, 31.865480004)"
-95.43605,31.86542,Anderson,"(-95.4360500019999, 31.865419998)"
-95.43614,31.8654,Anderson,"(-95.4361400039999, 31.865399998)"
-95.43634,31.86529001,Anderson,"(-95.4363400039999, 31.865290005)"
-95.43656,31.86522,Anderson,"(-95.4365600029999, 31.865220003)"
-95.43668,31.86523,Anderson,"(-95.4366799999999, 31.865230003)"
-95.43688,31.86525,Anderson,"(-95.4368799999999, 31.865249997)"
-95.43722,31.86531,Anderson,"(-95.4372199989999, 31.865310002)"
-95.43747,31.86535,Anderson,"(-95.4374699959999, 31.865350001)"
-95.43764,31.86537,Anderson,"(-95.4376400009999, 31.865370001)"
-95.43797,31.86538,Anderson,"(-95.4379699989999, 31.865380001)"
-95.43806999,31.86534,Anderson,"(-95.4380699949999, 31.865339997)"
-95.43817,31.86529,Anderson,"(-95.4381700009999, 31.865289997)"
-95.43824,31.86515,Anderson,"(-95.4382399989999, 31.865150002)"
-95.43828,31.86508,Anderson,"(-95.4382799979999, 31.86508)"
-95.43848,31.86504,Anderson,"(-95.4384799969999, 31.865039998)"
-95.43857,31.86456,Anderson,"(-95.4385700009999, 31.864560002)"
-95.43864,31.86445,Anderson,"(-95.4386400009999, 31.864450001)"
-95.43872,31.86435,Anderson,"(-95.4387200019999, 31.864350002)"
-95.43878,31.86428,Anderson,"(-95.4387800029999, 31.864280001)"
-95.43888,31.86426,Anderson,"(-95.4388800009999, 31.86426)"
-95.43895,31.86425,Anderson,"(-95.4389500009999, 31.864249998)"
-95.4391,31.86423,Anderson,"(-95.4390999979999, 31.864229999)"
-95.43928999,31.86421,Anderson,"(-95.4392899949999, 31.864210002)"
-95.43958,31.86419,Anderson,"(-95.4395800009999, 31.864189998)"
-95.43975,31.86418,Anderson,"(-95.4397499969999, 31.864180001)"
-95.44006,31.86407,Anderson,"(-95.4400599979999, 31.864069998)"
-95.44024,31.86397,Anderson,"(-95.4402400019999, 31.863969999)"
-95.44035,31.8639,Anderson,"(-95.4403499999999, 31.863899996)"
-95.44049,31.86379,Anderson,"(-95.4404900009999, 31.863790002)"
-95.4406,31.86371,Anderson,"(-95.4406000029999, 31.863709997)"
-95.44074,31.8636,Anderson,"(-95.4407399969999, 31.863600004)"
-95.44084999,31.86345,Anderson,"(-95.4408499939999, 31.863449998)"
-95.44105,31.8632,Anderson,"(-95.4410500009999, 31.863200003)"
-95.44121,31.86299,Anderson,"(-95.4412099989999, 31.862989996)"
-95.44133,31.86292,Anderson,"(-95.4413299989999, 31.862920002)"
-95.44145,31.86286,Anderson,"(-95.4414500009999, 31.862860003)"
-95.44155999,31.86281,Anderson,"(-95.4415599949999, 31.862810002)"
-95.44192,31.86265,Anderson,"(-95.4419199989999, 31.862649996)"
-95.44216,31.86249,Anderson,"(-95.4421599979999, 31.862490003)"
-95.44226,31.86245,Anderson,"(-95.4422600009999, 31.862450001)"
-95.44233,31.86236,Anderson,"(-95.4423299969999, 31.862360001)"
-95.44254,31.86209,Anderson,"(-95.4425400039999, 31.862090002)"
-95.44287,31.8614,Anderson,"(-95.4428700029999, 31.861399997)"
-95.44298,31.86096,Anderson,"(-95.4429799999999, 31.860959999)"
-95.44314,31.86043,Anderson,"(-95.4431399989999, 31.860430001)"
-95.44322,31.86003,Anderson,"(-95.4432200039999, 31.860029997)"
-95.44334999,31.85931,Anderson,"(-95.4433499949999, 31.859310001)"
-95.44336,31.85889,Anderson,"(-95.4433599999999, 31.858889997)"
-95.44328,31.85845,Anderson,"(-95.4432799959999, 31.858450001)"
-95.44319,31.85804,Anderson,"(-95.4431900019999, 31.858040002)"
-95.44323,31.85787999,Anderson,"(-95.4432300009999, 31.857879994)"
-95.44333,31.8578,Anderson,"(-95.4433300009999, 31.857800003)"
-95.44357,31.85776,Anderson,"(-95.4435700039999, 31.85776)"
-95.44383,31.85782,Anderson,"(-95.4438300049999, 31.857820001)"
-95.44392,31.85783,Anderson,"(-95.4439199989999, 31.85783)"
-95.44404,31.8579,Anderson,"(-95.4440400039999, 31.857899999)"
-95.44429,31.85802,Anderson,"(-95.4442899979999, 31.858019996)"
-95.44453,31.85814,Anderson,"(-95.4445299959999, 31.858139995)"
-95.44464,31.8582,Anderson,"(-95.4446399999999, 31.8582)"
-95.44473,31.85822,Anderson,"(-95.4447299979999, 31.858219996)"
-95.44491,31.85826,Anderson,"(-95.4449099999999, 31.858260001)"
-95.44497,31.85824,Anderson,"(-95.4449699999999, 31.858240003)"
-95.4451,31.85819,Anderson,"(-95.4450999999999, 31.85819)"
-95.44538,31.8577,Anderson,"(-95.4453799979999, 31.857700001)"
-95.44547,31.85717,Anderson,"(-95.4454699999999, 31.857169999)"
-95.44544,31.85709,Anderson,"(-95.4454399969999, 31.857090002)"
-95.44536,31.85688,Anderson,"(-95.4453599999999, 31.856880001)"
-95.4451,31.85649,Anderson,"(-95.4451000019999, 31.856489996)"
-95.44483,31.85612,Anderson,"(-95.4448300019999, 31.856119998)"
-95.44452,31.85573,Anderson,"(-95.4445200019999, 31.855730001)"
-95.44434,31.85554,Anderson,"(-95.4443400019999, 31.855539999)"
-95.44427,31.8554,Anderson,"(-95.4442699999999, 31.855399997)"
-95.44429,31.85525,Anderson,"(-95.4442899979999, 31.855249998)"
-95.44441,31.85509,Anderson,"(-95.4444099979999, 31.855089997)"
-95.44477,31.85491,Anderson,"(-95.4447700049999, 31.854910001)"
-95.44515,31.8548,Anderson,"(-95.4451499999999, 31.854800003)"
-95.44547,31.8548,Anderson,"(-95.4454700039999, 31.8548)"
-95.44564,31.8547,Anderson,"(-95.4456399989999, 31.854699999)"
-95.44576,31.85462,Anderson,"(-95.4457600009999, 31.85462)"
-95.44581,31.85452,Anderson,"(-95.4458099969999, 31.854519996)"
-95.4458,31.85433,Anderson,"(-95.4457999999999, 31.854330003)"
-95.4458,31.85419,Anderson,"(-95.4458000029999, 31.85419)"
-95.44553,31.85411,Anderson,"(-95.4455299969999, 31.854109998)"
-95.44538,31.85412,Anderson,"(-95.4453800019999, 31.854119997)"
-95.44516,31.85413,Anderson,"(-95.4451600019999, 31.854129999)"
-95.44509,31.85415,Anderson,"(-95.4450900009999, 31.85415)"
-95.44487,31.85418,Anderson,"(-95.4448699999999, 31.85418)"
-95.44469,31.85412,Anderson,"(-95.4446899999999, 31.854120002)"
-95.44465,31.85396,Anderson,"(-95.4446500039999, 31.853959997)"
-95.44464,31.85375,Anderson,"(-95.4446399979999, 31.853750003)"
-95.44485,31.85337,Anderson,"(-95.4448499979999, 31.853370003)"
-95.44498,31.85293,Anderson,"(-95.4449800009999, 31.85293)"
-95.44493,31.85266,Anderson,"(-95.4449300019999, 31.85266)"
-95.44478,31.8524,Anderson,"(-95.4447800029999, 31.8524)"
-95.44457,31.85215,Anderson,"(-95.4445700009999, 31.852149998)"
-95.44437,31.85178,Anderson,"(-95.4443700009999, 31.851779996)"
-95.44418,31.85129,Anderson,"(-95.4441799979999, 31.85129)"
-95.44412,31.85104,Anderson,"(-95.4441199979999, 31.851039998)"
-95.44418,31.85087,Anderson,"(-95.4441799969999, 31.850869995)"
-95.44432,31.85076,Anderson,"(-95.4443199989999, 31.850759999)"
-95.44449,31.85071,Anderson,"(-95.4444900019999, 31.850709996)"
-95.44467,31.85069,Anderson,"(-95.4446700039999, 31.850690002)"
-95.4449,31.85068,Anderson,"(-95.4448999999999, 31.850679997)"
-95.44502,31.85064,Anderson,"(-95.4450200019999, 31.85064)"
-95.44512,31.85048,Anderson,"(-95.4451200009999, 31.850479998)"
-95.44514,31.85037,Anderson,"(-95.4451400009999, 31.850369999)"
-95.44514,31.85021,Anderson,"(-95.4451399999999, 31.850209996)"
-95.44496,31.84982,Anderson,"(-95.4449600029999, 31.849820001)"
-95.44498,31.84961,Anderson,"(-95.4449799999999, 31.849609996)"
-95.44506001,31.84941,Anderson,"(-95.4450600059999, 31.84941)"
-95.44515,31.84927,Anderson,"(-95.4451499999999, 31.849270002)"
-95.4454,31.84918,Anderson,"(-95.4453999999999, 31.849179999)"
-95.44558999,31.84922,Anderson,"(-95.4455899939999, 31.849219998)"
-95.44572,31.84924,Anderson,"(-95.4457200019999, 31.849239999)"
-95.44589,31.84926,Anderson,"(-95.4458899969999, 31.84926)"
-95.44603,31.84923,Anderson,"(-95.4460299989999, 31.849229998)"
-95.44616,31.84898,Anderson,"(-95.4461599969999, 31.84898)"
-95.44614,31.84851,Anderson,"(-95.4461400029999, 31.848510003)"
-95.44602,31.848,Anderson,"(-95.4460199999999, 31.848000002)"
-95.44594,31.8479,Anderson,"(-95.4459399969999, 31.847900002)"
-95.44585,31.84778,Anderson,"(-95.4458499989999, 31.847780003)"
-95.44552,31.84765,Anderson,"(-95.4455199979999, 31.847649997)"
-95.44533,31.84758,Anderson,"(-95.4453299989999, 31.847579998)"
-95.44489,31.84738,Anderson,"(-95.4448899979999, 31.847380004)"
-95.44479,31.84724,Anderson,"(-95.4447899999999, 31.847239996)"
-95.44451,31.84689,Anderson,"(-95.4445099989999, 31.846889998)"
-95.44423,31.8464,Anderson,"(-95.4442299999999, 31.846399999)"
-95.4441,31.84615,Anderson,"(-95.4440999959999, 31.846149999)"
-95.44412,31.84588,Anderson,"(-95.4441200029999, 31.845880001)"
-95.44420999,31.84569,Anderson,"(-95.4442099939999, 31.845690001)"
-95.44428,31.84556,Anderson,"(-95.4442799959999, 31.845559999)"
-95.44444,31.84549,Anderson,"(-95.4444400009999, 31.845489999)"
-95.44457,31.84543,Anderson,"(-95.4445699999999, 31.845429999)"
-95.44464,31.84545,Anderson,"(-95.4446399979999, 31.845450003)"
-95.44485,31.84549,Anderson,"(-95.4448499959999, 31.84549)"
-95.44511,31.84548,Anderson,"(-95.4451099989999, 31.845480001)"
-95.44527,31.84548,Anderson,"(-95.4452699979999, 31.845479999)"
-95.44559,31.84539,Anderson,"(-95.4455899999999, 31.845389997)"
-95.44616,31.84511,Anderson,"(-95.4461600039999, 31.845109999)"
-95.44631,31.84498,Anderson,"(-95.4463099989999, 31.844979998)"
-95.44647,31.84479,Anderson,"(-95.4464700019999, 31.844790002)"
-95.44654,31.84456,Anderson,"(-95.4465400019999, 31.844560001)"
-95.44663,31.84423,Anderson,"(-95.4466300009999, 31.844229999)"
-95.44672,31.84389,Anderson,"(-95.4467199969999, 31.843889996)"
-95.44683,31.84352,Anderson,"(-95.4468299999999, 31.843519999)"
-95.44686,31.84335,Anderson,"(-95.4468599989999, 31.84335)"
-95.44674,31.84325,Anderson,"(-95.4467400029999, 31.843249999)"
-95.44651,31.84321,Anderson,"(-95.4465099989999, 31.84321)"
-95.44602,31.8433,Anderson,"(-95.4460200019999, 31.8433)"
-95.4458,31.84337,Anderson,"(-95.4458000009999, 31.843370001)"
-95.44561,31.84343,Anderson,"(-95.4456099969999, 31.84343)"
-95.4453,31.84355,Anderson,"(-95.4453000009999, 31.843549995)"
-95.44508,31.84359,Anderson,"(-95.4450800019999, 31.843590001)"
-95.44491,31.84355,Anderson,"(-95.4449099999999, 31.843550001)"
-95.44481,31.84341,Anderson,"(-95.4448099989999, 31.843410003)"
-95.44475,31.84318,Anderson,"(-95.4447500019999, 31.843179996)"
-95.44473,31.84302,Anderson,"(-95.4447300019999, 31.843019999)"
-95.44467,31.84293,Anderson,"(-95.4446700009999, 31.842929999)"
-95.44454,31.84295,Anderson,"(-95.4445399999999, 31.842950003)"
-95.44445,31.84296,Anderson,"(-95.4444500009999, 31.842959997)"
-95.44439,31.84302,Anderson,"(-95.4443900029999, 31.843019999)"
-95.44431,31.84323,Anderson,"(-95.4443100039999, 31.843229997)"
-95.44421,31.84363,Anderson,"(-95.4442100009999, 31.843630002)"
-95.44409,31.84405,Anderson,"(-95.4440900049999, 31.844049999)"
-95.44383,31.84414,Anderson,"(-95.4438299959999, 31.844140002)"
-95.44364,31.84416,Anderson,"(-95.4436399979999, 31.84416)"
-95.44341,31.84419,Anderson,"(-95.4434100039999, 31.844190001)"
-95.443,31.84417,Anderson,"(-95.4429999969999, 31.844170002)"
-95.44274,31.84414,Anderson,"(-95.4427399989999, 31.844139996)"
-95.44261,31.84412,Anderson,"(-95.4426100049999, 31.844119998)"
-95.44254,31.84408,Anderson,"(-95.4425400019999, 31.844079999)"
-95.44234,31.84398,Anderson,"(-95.4423400019999, 31.84398)"
-95.44219,31.84381,Anderson,"(-95.4421899969999, 31.843809998)"
-95.44227,31.84369,Anderson,"(-95.4422699989999, 31.84369)"
-95.44233,31.8436,Anderson,"(-95.4423299979999, 31.843599999)"
-95.4424,31.84354,Anderson,"(-95.4423999999999, 31.843539999)"
-95.44247,31.84348,Anderson,"(-95.4424700009999, 31.843479998)"
-95.44258,31.84345,Anderson,"(-95.4425799959999, 31.843449998)"
-95.44276,31.84341,Anderson,"(-95.4427599979999, 31.843409995)"
-95.44295999,31.84331,Anderson,"(-95.4429599949999, 31.843309999)"
-95.44307,31.84326,Anderson,"(-95.4430699959999, 31.843260002)"
-95.44326,31.84309,Anderson,"(-95.4432599969999, 31.843089999)"
-95.44338,31.84277,Anderson,"(-95.4433799969999, 31.842770002)"
-95.44332,31.84259,Anderson,"(-95.4433199979999, 31.842590003)"
-95.44325,31.84242,Anderson,"(-95.4432499999999, 31.842420001)"
-95.44305,31.8423,Anderson,"(-95.4430499979999, 31.842299995)"
-95.44287,31.84218,Anderson,"(-95.4428699999999, 31.84218)"
-95.4425,31.84208,Anderson,"(-95.4425000029999, 31.842080004)"
-95.44236,31.84204,Anderson,"(-95.4423599979999, 31.842039997)"
-95.44134,31.84173,Anderson,"(-95.4413399979999, 31.84173)"
-95.44121,31.84169,Anderson,"(-95.4412100029999, 31.841689998)"
-95.44098,31.84161,Anderson,"(-95.4409800009999, 31.841609997)"
-95.44077,31.84163,Anderson,"(-95.4407700019999, 31.841629999)"
-95.44067,31.84164,Anderson,"(-95.4406700009999, 31.84164)"
-95.44026,31.84173,Anderson,"(-95.4402599989999, 31.841729999)"
-95.43992,31.84186,Anderson,"(-95.4399199959999, 31.84186)"
-95.43961,31.84199,Anderson,"(-95.4396099979999, 31.84199)"
-95.43943,31.84209,Anderson,"(-95.4394300029999, 31.842089998)"
-95.43927,31.84219,Anderson,"(-95.4392700019999, 31.842190002)"
-95.43908,31.84236,Anderson,"(-95.4390800009999, 31.842360004)"
-95.43898,31.84243,Anderson,"(-95.4389799999999, 31.842429997)"
-95.43886,31.84253,Anderson,"(-95.4388599999999, 31.842529998)"
-95.43861,31.84297,Anderson,"(-95.4386099979999, 31.84297)"
-95.43839,31.8433,Anderson,"(-95.4383900009999, 31.843300002)"
-95.4383,31.84334,Anderson,"(-95.4382999999999, 31.843340002)"
-95.43823,31.84337,Anderson,"(-95.4382300019999, 31.843370001)"
-95.43777,31.84338,Anderson,"(-95.4377699979999, 31.84338)"
-95.43749,31.8433,Anderson,"(-95.4374900019999, 31.843299997)"
-95.43732,31.8432,Anderson,"(-95.4373199969999, 31.843200004)"
-95.43726,31.84315,Anderson,"(-95.4372600029999, 31.843150001)"
-95.43707,31.843,Anderson,"(-95.4370700029999, 31.842999998)"
-95.4365,31.84257,Anderson,"(-95.4365000039999, 31.84257)"
-95.436,31.84208,Anderson,"(-95.4360000019999, 31.842079996)"
-95.4355,31.84172,Anderson,"(-95.4355000039999, 31.84172)"
-95.43542,31.84166,Anderson,"(-95.4354199999999, 31.841659997)"
-95.43516,31.84147,Anderson,"(-95.4351600019999, 31.84147)"
-95.43477999,31.84119,Anderson,"(-95.4347799939999, 31.841189999)"
-95.43435,31.84072,Anderson,"(-95.4343500019999, 31.840719999)"
-95.43406,31.84062,Anderson,"(-95.4340600029999, 31.840619999)"
-95.43345,31.84057,Anderson,"(-95.4334499959999, 31.840570004)"
-95.43306,31.84045,Anderson,"(-95.4330599999999, 31.840450002)"
-95.43259,31.84028,Anderson,"(-95.4325899999999, 31.84028)"
-95.43202,31.84003,Anderson,"(-95.4320199999999, 31.840029999)"
-95.43168,31.83988001,Anderson,"(-95.4316800009999, 31.839880005)"
-95.43106,31.8396,Anderson,"(-95.4310599979999, 31.839600003)"
-95.4308,31.8395,Anderson,"(-95.4308000009999, 31.839499999)"
-95.43066,31.83944,Anderson,"(-95.4306600019999, 31.839439995)"
-95.43054,31.83939,Anderson,"(-95.4305400029999, 31.839389996)"
-95.43029,31.8393,Anderson,"(-95.4302900029999, 31.8393)"
-95.43004,31.83928,Anderson,"(-95.4300399999999, 31.839279998)"
-95.42989,31.83927,Anderson,"(-95.4298899999999, 31.839270001)"
-95.42952,31.83936,Anderson,"(-95.4295200039999, 31.839359996)"
-95.4294,31.83945,Anderson,"(-95.4294000019999, 31.839449998)"
-95.42933,31.8395,Anderson,"(-95.4293299999999, 31.839500002)"
-95.42927,31.83967,Anderson,"(-95.4292699999999, 31.839669999)"
-95.42927,31.83982,Anderson,"(-95.4292699989999, 31.839819997)"
-95.42937,31.83992,Anderson,"(-95.4293699989999, 31.839920001)"
-95.42957,31.84004,Anderson,"(-95.4295699989999, 31.840039998)"
-95.43007999,31.84021,Anderson,"(-95.4300799949999, 31.840209998)"
-95.43015,31.84025,Anderson,"(-95.4301500019999, 31.84025)"
-95.43038,31.84034,Anderson,"(-95.4303799999999, 31.84034)"
-95.43055,31.84063,Anderson,"(-95.4305499979999, 31.840629997)"
-95.43061,31.84096,Anderson,"(-95.4306100019999, 31.84096)"
-95.43047,31.84129,Anderson,"(-95.4304699999999, 31.841290001)"
-95.43036,31.84131999,Anderson,"(-95.4303599979999, 31.841319994)"
-95.43029,31.84134,Anderson,"(-95.4302899969999, 31.841340003)"
-95.43003,31.84133,Anderson,"(-95.4300299959999, 31.841329997)"
-95.42967,31.84131,Anderson,"(-95.4296699979999, 31.841309999)"
-95.42945,31.84125,Anderson,"(-95.4294500049999, 31.84125)"
-95.4293,31.84123,Anderson,"(-95.4292999999999, 31.84123)"
-95.42886,31.84114,Anderson,"(-95.4288599979999, 31.841140002)"
-95.42841,31.84079,Anderson,"(-95.4284099999999, 31.840789997)"
-95.42806,31.84059,Anderson,"(-95.4280600029999, 31.840590001)"
-95.42772,31.84043,Anderson,"(-95.4277199959999, 31.840429999)"
-95.4275,31.84031,Anderson,"(-95.4274999989999, 31.840310002)"
-95.42728,31.84031,Anderson,"(-95.4272800019999, 31.840310002)"
-95.42724,31.84037,Anderson,"(-95.4272399989999, 31.84037)"
-95.42716,31.84044,Anderson,"(-95.4271599999999, 31.840440003)"
-95.42714,31.84059,Anderson,"(-95.4271399969999, 31.840590003)"
-95.4273,31.84117,Anderson,"(-95.4272999969999, 31.841169996)"
-95.42743,31.84141,Anderson,"(-95.4274300039999, 31.841409998)"
-95.42738,31.84158,Anderson,"(-95.4273799959999, 31.841579996)"
-95.42717,31.84171,Anderson,"(-95.4271699969999, 31.841710003)"
-95.42695,31.84172,Anderson,"(-95.4269499979999, 31.84172)"
-95.42682,31.84171,Anderson,"(-95.4268199979999, 31.841709996)"
-95.42658,31.8417,Anderson,"(-95.4265799989999, 31.841699997)"
-95.42629,31.84164,Anderson,"(-95.4262899959999, 31.841639995)"
-95.42615,31.84161,Anderson,"(-95.4261499989999, 31.841610003)"
-95.4258,31.84152,Anderson,"(-95.4257999989999, 31.841520001)"
-95.42521,31.84137,Anderson,"(-95.4252100049999, 31.841369997)"
-95.42490999,31.84121,Anderson,"(-95.4249099949999, 31.841210001)"
-95.42456,31.84076,Anderson,"(-95.4245600009999, 31.84076)"
-95.42426,31.84027,Anderson,"(-95.4242600009999, 31.840270001)"
-95.42408,31.84008,Anderson,"(-95.4240800009999, 31.84008)"
-95.42388,31.8398,Anderson,"(-95.4238799999999, 31.8398)"
-95.4237,31.8395,Anderson,"(-95.4236999969999, 31.839500001)"
-95.42335,31.83902,Anderson,"(-95.4233500009999, 31.839020002)"
-95.42294,31.83844,Anderson,"(-95.4229399989999, 31.83844)"
-95.42269,31.83811,Anderson,"(-95.4226900039999, 31.838110001)"
-95.42246,31.83768,Anderson,"(-95.4224600009999, 31.837680004)"
-95.42231,31.8375,Anderson,"(-95.4223099989999, 31.837499997)"
-95.42219,31.83746,Anderson,"(-95.4221899989999, 31.837459998)"
-95.42188999,31.83734,Anderson,"(-95.4218899949999, 31.83734)"
-95.42146,31.83723,Anderson,"(-95.4214599999999, 31.837230002)"
-95.42126,31.83718,Anderson,"(-95.4212599999999, 31.837179999)"
-95.42112,31.83714,Anderson,"(-95.4211199979999, 31.837139999)"
-95.42081,31.83705,Anderson,"(-95.4208100019999, 31.837050001)"
-95.42061,31.83684,Anderson,"(-95.4206099999999, 31.836840002)"
-95.42056,31.83678,Anderson,"(-95.4205600019999, 31.836780001)"
-95.4205,31.83641,Anderson,"(-95.4204999969999, 31.836410002)"
-95.42042,31.83604,Anderson,"(-95.4204199959999, 31.836040002)"
-95.42029,31.83583,Anderson,"(-95.4202900019999, 31.835829997)"
-95.42002,31.83578,Anderson,"(-95.4200200039999, 31.835780002)"
-95.41988,31.83575,Anderson,"(-95.4198800009999, 31.835749997)"
-95.4197,31.83581,Anderson,"(-95.4197000019999, 31.835809998)"
-95.4195,31.83587,Anderson,"(-95.4194999999999, 31.835870004)"
-95.41922,31.83602,Anderson,"(-95.4192199969999, 31.836019997)"
-95.41908,31.8361,Anderson,"(-95.4190799979999, 31.836100004)"
-95.41893,31.83621,Anderson,"(-95.4189300029999, 31.836210004)"
-95.41869999,31.83651,Anderson,"(-95.4186999939999, 31.836509998)"
-95.41856001,31.83678,Anderson,"(-95.4185600059999, 31.83678)"
